"y","x","g1","g2"
0.980616762362135,-0.867264529930414,"1","1"
1.14326771188878,-0.599703674723968,"1","1"
1.65750412645716,-0.0699017073320842,"1","1"
1.46122739452624,-0.261753675309198,"1","1"
1.08598172224153,-1.05859053742741,"1","1"
0.926894648892645,-1.1427439652123,"1","1"
1.19010954236308,0.219868657300026,"1","1"
2.3024216803907,-0.200845574898626,"1","1"
-0.118498063660071,-1.71256324282408,"1","1"
2.43010556549774,1.5949754874062,"1","1"
-0.31821554640699,-0.805269034924844,"1","2"
0.675338965965351,-0.320719815437542,"1","2"
-0.254673728096021,-0.293033862166537,"1","2"
1.20772964270807,0.473403019302259,"1","2"
0.232565498161781,0.504489211824156,"1","2"
0.838413394773785,0.902161058834778,"1","2"
-0.574996016285671,-0.447630315478048,"1","2"
1.90463793422217,1.82353410498643,"1","2"
-0.0979628106800653,-0.758615586515227,"1","2"
-0.523570576766185,-1.14046845739202,"1","2"
1.63086156519091,-0.0335307526386426,"1","3"
1.40910561790631,-0.257912680105511,"1","3"
-0.0688147240848505,-2.70889108461803,"1","3"
1.17079461051451,-1.07373430096003,"1","3"
2.18214872223787,0.708612329621029,"1","3"
4.48153748746546,2.87391169519403,"1","3"
2.46626573865638,0.895129476633989,"1","3"
1.52056652094794,0.196493124321042,"1","3"
1.5569295125745,0.0519042979202905,"1","3"
1.69210281626318,-0.493466192003789,"1","3"
2.23700460912693,1.21014556401045,"1","4"
-0.356283830364957,-0.81217198413536,"1","4"
1.15786888533607,-0.304368298825907,"1","4"
2.11395843583175,-0.352679603866264,"1","4"
2.01588513971186,0.0146252052572511,"1","4"
2.15741203702351,0.729751813614647,"1","4"
1.61736290408756,-0.0967877848313587,"1","4"
-0.293073298738992,-2.4412132649383,"1","4"
2.36270140134831,1.70412179618001,"1","4"
0.133626919290061,-1.26459843053916,"1","4"
-0.538635150813176,0.176684409166709,"2","1"
0.154764299999872,0.62728445976256,"2","1"
0.930289064416069,1.8096225507292,"2","1"
-0.281601667357374,-0.238198190555702,"2","1"
-1.34526274809678,-0.791373079708526,"2","1"
-0.746575968290594,-0.865391815021268,"2","1"
-1.73435621667394,-1.77974284942432,"2","1"
-0.938687277153667,0.144899559177684,"2","1"
0.554911992942847,1.08470226185431,"2","1"
1.47880827328235,1.2098952731796,"2","1"
0.37342932029691,0.114385016634041,"2","2"
0.047112434199349,0.509709338843322,"2","2"
2.85474180622135,2.40757342607497,"2","2"
-1.82003445541513,-1.79381060037175,"2","2"
0.433945032533061,-1.16305952811037,"2","2"
-0.528903863499971,1.10606932322074,"2","2"
0.29784331894178,0.517420248564578,"2","2"
-1.63596022510098,-0.673574316499577,"2","2"
0.847335358709457,0.477351774315,"2","2"
-0.106657132746559,-0.833376599661644,"2","2"
-2.05591767042134,-0.790953778386427,"2","3"
-3.13103028352275,-1.0018521599912,"2","3"
-2.12606482375716,0.374258177448999,"2","3"
-1.93034463322855,-0.6475365991887,"2","3"
-0.82982763859877,0.729481510526025,"2","3"
-3.15610732552509,-1.94563987025974,"2","3"
-3.4638117120771,-0.28265575838314,"2","3"
-1.92082753552584,-0.397078765667208,"2","3"
-1.04965905758367,0.26789077588869,"2","3"
-3.05174611915865,-1.1642961280747,"2","3"
-1.14581370100329,-0.437586931364026,"2","4"
-0.0708672497580076,0.112921943159012,"2","4"
-1.44008953183542,0.903863617367184,"2","4"
-2.61169039236686,-0.848916231672307,"2","4"
-1.22965395370428,0.575665800015184,"2","4"
-2.0955931340493,-1.63569226891809,"2","4"
-2.76781837503516,-1.06238519542207,"2","4"
-0.435968138039456,1.29128928426896,"2","4"
-0.252546763613496,-0.215986773086884,"2","4"
-0.735508126949894,0.10659791665915,"2","4"
2.50313573338711,0.695377248702846,"3","1"
3.11605845486798,0.289468529134949,"3","1"
0.962815042580853,-0.199550233689221,"3","1"
2.12973450573173,-0.121853188114135,"3","1"
2.0960725781364,0.0829466091074525,"3","1"
1.99538146536161,0.0273557352551923,"3","1"
1.27583289712598,-0.118120295511893,"3","1"
2.67225797462104,0.440473874499865,"3","1"
2.0531543151486,0.0729299580730075,"3","1"
1.84570967903619,0.405656610673607,"3","1"
0.12955737096584,-0.408427842691201,"3","2"
0.500570439146256,-1.05803293565787,"3","2"
2.85746204184504,0.876394229344161,"3","2"
0.27582776499459,-1.87125861865761,"3","2"
0.537015004952217,0.83452645619726,"3","2"
-0.734365763619474,-1.78873588391668,"3","2"
0.351450485446591,-0.694709146803221,"3","2"
-0.929577719094601,-1.96886315371791,"3","2"
1.40908876254678,0.603804081377253,"3","2"
0.23864265219328,-0.0524950739765528,"3","2"
0.607855287797234,-1.24363830371868,"3","3"
1.04780547650606,0.266361449743526,"3","3"
3.231339103661,0.0636431899094115,"3","3"
2.64676331712912,0.0962974997706708,"3","3"
2.00609167448795,-0.0649533710068074,"3","3"
2.85283419172523,0.553317979624526,"3","3"
0.932797828347523,-0.777649322068176,"3","3"
2.00836351914329,-1.29821566277934,"3","3"
1.94443566097698,-0.477586555147714,"3","3"
1.10712720212803,-0.285735885782375,"3","3"
1.17315829521829,-1.25898175266578,"3","4"
1.54625571360412,-0.581749719857033,"3","4"
2.08073348229672,-0.293055875848541,"3","4"
0.685689072369611,-0.392665897077409,"3","4"
3.57180017136284,1.66381245711347,"3","4"
1.65171465683943,1.01479358912387,"3","4"
2.06145464259641,-0.643779127860649,"3","4"
1.44932057000396,-0.973988428287813,"3","4"
1.40622864751409,-0.21062983209136,"3","4"
2.06953694850924,0.78926498894984,"3","4"
0.741292458205827,0.320734926580748,"4","1"
3.27962845413494,1.98257823384029,"4","1"
0.493203833744673,0.570503377868698,"4","1"
2.55222375198749,1.23290501781242,"4","1"
-0.0816974799363129,-0.584478124904396,"4","1"
-1.60774779526548,-0.80822983480058,"4","1"
0.034888782152974,0.239012703174092,"4","1"
-0.120492243711095,-1.18530649034348,"4","1"
1.70820230284226,1.66155767520083,"4","1"
1.085009900498,0.999522157418775,"4","1"
1.76253301778688,0.400364453506995,"4","2"
0.420793003142823,1.09689888687144,"4","2"
0.758933056289411,-0.875243242360129,"4","2"
-0.91028416909472,-0.852514512413603,"4","2"
0.696245436225389,-0.318175410695426,"4","2"
1.10281850245036,0.334688744634453,"4","2"
2.6114894091199,1.8529120909865,"4","2"
0.752718124826345,0.762426793238479,"4","2"
-0.868369402469383,-0.737761530929767,"4","2"
-0.281943908391597,-0.809747083486884,"4","2"
2.10515887983559,0.624467677383844,"4","3"
2.13338731320141,0.018311823311576,"4","3"
2.42491534880376,0.379858381028176,"4","3"
-0.19113359791523,-1.57939591201302,"4","3"
1.35135618595966,0.0845049839080012,"4","3"
1.65096465264788,0.532902731921685,"4","3"
2.00415085188701,0.087465939384518,"4","3"
0.275546764524771,-0.705914749325815,"4","3"
1.97717822728046,0.995194418582804,"4","3"
0.0931972085280547,-0.251370751458004,"4","3"
1.67104745191204,-0.324737140184584,"4","4"
4.63085099573408,2.63628163048783,"4","4"
1.61352483937719,-1.14315569808596,"4","4"
2.18408923834676,-0.0500490090609436,"4","4"
2.37924698686769,0.247705996902387,"4","4"
1.83722202476235,-0.647990664694888,"4","4"
1.83456853043505,0.0346143482447209,"4","4"
1.19248077051762,0.244775747249852,"4","4"
0.938357096551734,-1.34141425284237,"4","4"
3.06101066696119,0.610738784881919,"4","4"
2.59532594596288,1.65681562759942,"5","1"
0.0637255599657086,-0.76565089406005,"5","1"
2.17196281903704,1.61101308031373,"5","1"
1.57059910858517,0.101949080559184,"5","1"
-0.370106830461578,-0.541264727226607,"5","1"
1.33780160270107,0.328628628998011,"5","1"
0.12652580639344,-0.7032135529083,"5","1"
1.13839817555748,0.529776638593245,"5","1"
0.60128878188375,0.66304343620507,"5","1"
