"x","grp","y"
0.137171310800399,"b",15
1.36707073235284,"a",13
-0.424536882420945,"a",3
0.292547933252447,"b",16
-0.961592383809443,"b",6
-0.265666925977905,"b",5
-1.30210694536334,"b",6
0.00672383164773699,"b",11
-0.922683785144618,"a",6
0.984662605616016,"b",21
-0.516638647456244,"b",10
0.536976439674291,"b",12
1.16145218173059,"b",11
-1.71478984224364,"a",2
1.8118165968441,"a",19
-2.79322253578529,"b",4
-0.176588537003796,"a",9
-0.711715636537322,"a",4
0.23612939746033,"b",8
-0.557662843037656,"b",8
0.197805238406177,"a",9
-0.126591180729327,"a",9
-1.30706781356432,"a",1
-0.397093008694862,"a",5
0.716790004273955,"b",20
-0.493381305542913,"a",4
1.44164385863112,"a",21
-0.86582426069365,"a",3
-1.7749372453204,"b",2
0.744165319728032,"a",12
0.134140983498292,"a",6
-0.835088103749015,"a",4
-2.76430291689622,"b",1
0.193372501510618,"a",1
-0.522984048714337,"a",2
1.70019196819952,"b",25
-1.84717199692326,"b",4
0.133909429676537,"b",11
-0.739385833923967,"a",1
-0.875632031093217,"b",5
-1.28360548965643,"a",3
0.611181414926928,"a",12
-0.901875162443483,"a",2
-1.0592992319115,"a",3
0.907666756861549,"a",12
0.14029536758068,"a",12
-0.357389807324043,"b",10
0.413070848285309,"a",9
-1.47887499595348,"b",5
0.892696352789161,"b",21
1.05461495472731,"b",20
0.826742788336248,"b",17
-0.161417395920185,"a",13
-0.218475743344665,"b",9
0.748793041476431,"a",15
1.78039427410128,"a",19
-0.0884833100772216,"b",9
-1.48487925081013,"b",8
-0.942703583316279,"b",7
0.433897654133205,"a",11
0.878546814986914,"a",8
0.0197413271583432,"b",4
0.301300080726019,"b",20
-1.05780248526709,"b",6
1.13715320746578,"a",21
-0.478783031177355,"a",7
0.0449665279525939,"b",8
1.08732904067646,"b",23
-0.107970985823395,"b",13
-0.13028579793602,"a",5
0.357481886330863,"a",9
0.443287260333609,"a",8
0.00594504395101469,"b",11
0.49208693616995,"b",12
0.258684747617715,"b",12
-0.0959789601392397,"b",16
0.132974504797192,"b",13
-0.506566565323621,"b",9
-0.407641684655374,"b",12
-3.05330211385674,"b",3
0.118416488777507,"b",11
1.10421968614435,"a",13
2.29610834311856,"b",39
0.616531273267046,"a",8
1.44522682243686,"b",27
-0.717989499365913,"b",9
0.5432347420206,"a",8
0.976656060935691,"b",22
0.539985051791273,"b",15
0.299370218820719,"a",12
-0.288023649929345,"b",9
-0.176225570118925,"b",9
-0.218143063005144,"a",11
-0.526586374793831,"b",13
2.75199155543438,"a",36
0.279664550087016,"a",11
-0.338414400719826,"b",8
0.0332822870190616,"b",8
-0.324326177331096,"b",5
-0.691056129364222,"b",5
0.716817705581484,"a",13
1.9425714643319,"a",20
-0.629450324644715,"a",3
-1.73243369812464,"b",5
-0.59408792205976,"a",10
-0.181088722867685,"b",12
0.774209096159737,"a",17
-0.473186932738387,"a",4
-0.450165853304523,"a",4
0.677637530862438,"a",13
1.64088334008163,"a",15
-1.00033923634894,"a",3
0.11489200191408,"a",8
-0.169956753218954,"a",2
1.29052694180457,"a",13
0.668734936536195,"a",11
0.0729011275806125,"b",10
1.66260572256237,"a",20
-1.35370713074182,"a",3
2.24546868035114,"b",43
-1.08233243023859,"b",4
0.0965685502153187,"b",18
1.05709944420908,"b",20
0.0352025087279883,"a",6
-0.468975592939664,"a",6
-0.167964300872663,"b",10
1.04727509509265,"a",15
0.122225693777397,"a",12
-0.944864068656982,"a",2
-0.315657806504854,"b",9
0.804858225012599,"b",12
0.288704590404941,"a",11
0.322784753628445,"b",9
-0.8013249060768,"b",2
-0.847084811131046,"b",7
0.0805725121872071,"b",7
-1.21863046273812,"a",5
1.20958705688607,"a",24
-2.73067253724714,"b",4
0.85644165621192,"a",17
0.568881263690832,"b",13
1.32895556152661,"b",29
0.388107176228677,"a",7
-1.0841586439399,"b",6
0.376700877460272,"a",14
-0.196816288917683,"b",9
0.284203071912265,"b",14
-0.17931094137664,"b",9
0.36386321548098,"a",11
1.65410931525399,"a",16
0.265293602424475,"b",11
0.223033786378177,"b",11
0.818713332633694,"a",7
-0.19392740363068,"b",7
0.354582507173787,"b",18
-0.92255457750396,"b",8
0.143515362930833,"b",12
0.938264556828148,"b",16
-0.254724478428648,"a",2
0.952603201615964,"a",13
0.854970764118046,"a",11
-0.000905775433732184,"a",5
0.555254586632475,"a",11
0.0409462325691192,"b",12
2.18455496687707,"b",36
-0.64080220035578,"a",2
0.760213174478918,"b",15
-0.514023725347114,"a",10
-2.48534322583953,"b",3
-0.378956866373632,"b",16
-0.638988447040884,"a",3
-0.867880027545449,"a",6
1.53264215636469,"a",20
-0.25980289464535,"b",12
0.902109379606802,"b",17
0.94669915316182,"b",25
1.06464347150746,"a",12
-1.98193081358136,"b",2
-1.28819536802072,"a",2
-0.402828649243701,"b",12
1.30720902300756,"b",25
0.620850474488879,"a",12
1.42594529070701,"a",19
0.0975981231827418,"a",6
0.927874771678437,"a",10
-0.576287828232541,"b",5
-0.987995168533291,"a",7
0.388581544072582,"a",12
-0.977642780506931,"a",2
-0.832992062211114,"a",5
1.94761230100142,"a",25
1.00143964685108,"b",16
-0.0988791280809746,"b",10
1.88211149593865,"b",28
0.481364973907437,"a",14
-0.0468212465678378,"a",5
1.11529598420807,"a",21
-1.55490324811882,"b",8
1.3246699673093,"b",23
-0.828210215743329,"a",5
-0.0400577587226071,"b",7
1.19516648942879,"b",20
1.40894524549034,"b",27
0.720840944245915,"a",12
0.185676254078113,"a",15
1.26267498963283,"a",23
0.033262391614815,"a",9
-1.0086742351726,"a",3
-0.350506777694769,"a",8
-0.470902766381105,"a",3
-0.446463340714717,"b",11
0.695230543728789,"b",19
0.414154726735218,"a",10
1.09201798153977,"b",17
0.698508257861013,"b",16
-1.12227752071284,"a",3
1.12558499631722,"a",18
0.0565093172947381,"a",8
0.255088533717471,"b",18
-0.072207684866755,"b",14
-1.36020323277709,"a",4
-0.415270292709112,"b",6
-1.26009325786103,"a",2
-1.26049437499344,"a",2
-1.34817920313429,"b",4
-0.675696333115556,"a",3
-0.406215928545807,"a",4
-0.278284466349458,"b",6
0.519075267519194,"a",10
0.971397619310045,"b",26
0.562329410998836,"b",15
-0.910586418711677,"b",6
0.513863499482701,"a",17
-1.42671837356438,"a",3
-0.132019469439869,"b",14
0.559725672251811,"a",10
0.96354762799989,"b",17
0.0191301817616698,"a",7
1.64642542602563,"a",15
-1.77753510857244,"a",3
1.6396285605049,"b",36
0.804178479472388,"b",19
2.34320563538412,"a",24
0.204092994267247,"a",7
0.546526592055295,"a",6
-1.84667624559008,"a",3
-3.05168345600607,"a",0
0.0406019341610986,"a",5
-1.70147641329529,"a",2
-0.201609919832394,"a",7
-0.0235240967825023,"b",5
1.52413945756947,"a",15
-0.972247588600862,"b",4
-0.472672622608276,"a",3
-0.37438340915822,"b",15
-0.827965721912909,"b",11
-0.44815345645841,"a",6
-1.22748369388981,"a",3
0.128537830169052,"b",8
1.50065876843585,"a",18
-1.06944949380109,"b",10
-0.664076525587307,"a",4
0.101030235411631,"a",5
0.241494041070673,"a",9
-0.0378959004422128,"a",5
-0.949300789552333,"a",1
1.30413247061187,"a",26
-0.871348751651932,"a",4
0.188999170964603,"b",19
0.504068901036508,"b",14
0.0845581564086717,"a",9
-0.856686751187987,"b",3
-0.965139793707165,"b",6
1.32562656469547,"b",22
-0.223784325794216,"a",6
0.109264966354692,"a",5
1.75186809755236,"b",32
2.54595895385522,"a",36
0.269075722758928,"b",15
1.42972109947359,"b",18
1.67780559522009,"a",11
1.08818631406681,"a",14
-0.870613219007066,"a",1
0.759975910155628,"a",17
-1.67862921749775,"b",5
-0.904974913574582,"a",0
-1.19492484367276,"b",1
-0.409270963664621,"a",2
-0.750601624532445,"a",5
1.08697281118143,"a",15
0.246885017470949,"a",8
-1.11067990029334,"b",4
-0.786665935476632,"a",5
1.46209754728733,"b",22
0.654085055664871,"b",14
0.195470867702044,"a",5
-0.137983564157759,"b",9
-0.714172850026389,"b",7
1.43298601245174,"b",23
0.969002699078806,"a",15
0.558725100822697,"a",15
2.21035222808561,"a",22
0.948579204677323,"b",32
2.19600656121596,"b",47
0.211605565855585,"a",4
0.896310335378507,"b",23
-0.851061066412172,"a",5
2.95379533078028,"a",38
1.2219244154246,"b",16
0.441340492758334,"b",14
0.801216435300196,"a",11
-0.673024199962874,"b",9
-1.05768520155807,"a",2
-1.37826958547271,"a",7
-0.744676783978253,"b",7
1.10195512561387,"b",8
0.495916240874249,"a",11
0.398111607216795,"a",8
1.82321128556517,"b",38
-0.261859018346197,"a",4
0.110379653933279,"b",17
-1.08403936132625,"a",6
-1.9558128449117,"b",3
-0.805701689269185,"a",3
0.31797697960822,"a",9
-0.997537772004492,"b",5
1.54545181121478,"b",32
1.00829663466943,"a",11
-0.808626594762901,"b",5
0.0611249215076638,"a",7
1.04350847298435,"a",26
-0.777045586037491,"b",9
-0.0828253886440606,"b",9
