"x","grp","y"
0.584435778028182,"b",110
-0.0848583378056343,"b",93
0.278178726660967,"a",86
-1.46982487234055,"a",44
-1.98499132005687,"a",35
0.693968687284899,"b",106
0.509322153191729,"a",101
-0.449987868359026,"b",70
2.26659846012407,"b",192
-1.7848234349974,"b",59
-0.72697612902331,"b",65
0.549464087960218,"a",80
-0.74479879937097,"b",87
1.90867036732598,"b",145
0.475286278243187,"b",95
1.53433500419772,"a",112
-1.12037341197931,"a",65
-2.37675082028392,"a",30
1.02674273663996,"a",98
2.12841462979522,"a",151
0.141210297036333,"a",69
-0.436552081168611,"b",86
0.122031282913909,"a",99
-0.429735728778094,"b",74
0.0716959635134657,"b",85
-1.23285480973452,"a",60
-0.545067031845417,"a",60
-0.361851442106662,"b",92
-0.502855406331222,"b",68
2.74942837952662,"b",208
-1.10648579006485,"a",52
-1.97386419545312,"a",38
1.35903877065249,"a",117
0.75462567199105,"b",111
-0.828409880070816,"b",59
1.00743047802897,"a",98
-0.0916605005186365,"a",64
-0.994950293817125,"a",58
-1.41906346830182,"a",52
-2.08320264701847,"a",42
0.113206976243676,"b",93
-1.17892237594114,"a",55
0.919187038024204,"a",90
1.42743570133165,"a",110
-1.32128815804149,"a",43
0.71053828254674,"a",90
-1.04436043531945,"a",55
1.05483393524845,"b",109
0.128086377706535,"a",63
-0.628139910831163,"a",54
-0.387457019382952,"a",71
-0.898468517896372,"b",55
1.04018322499446,"a",106
1.48369599784761,"a",118
-0.743941876847538,"a",47
0.700212029930425,"a",77
-0.315241940689732,"a",69
0.0485137282051012,"a",62
-0.710476073600227,"b",92
-0.0890697642722689,"b",87
-0.208093543972001,"a",70
0.142699859479752,"b",98
-1.15914372336898,"b",66
-1.16982603362134,"b",58
2.22245978391812,"a",136
2.31600621249147,"b",183
-0.115840272467992,"a",64
0.144068712346368,"b",107
-0.718133029763438,"b",74
-1.02552731924461,"b",61
-1.56900167893151,"b",61
-0.0233514360465691,"a",77
-0.22152968237703,"b",81
-0.86066195766511,"b",76
0.579534722342405,"b",102
0.631732538315364,"a",77
0.28154819074682,"a",91
0.596858144320745,"b",98
0.512908982668635,"a",80
-1.87690802456826,"b",44
-0.418248704548781,"b",93
0.441468134084512,"a",75
-0.362948329505393,"b",79
-0.944731656916329,"b",61
1.35752846157261,"a",84
0.314697261653522,"b",102
1.58220177157941,"a",111
0.647350383619364,"b",124
-0.268468710905363,"a",63
-0.411331448791017,"a",62
1.03290176095329,"b",119
1.61505641884272,"a",125
-1.22306839339008,"b",57
-1.94440100930469,"a",31
-1.62150822300391,"a",62
-3.08108583292961,"a",32
-1.75532069644497,"a",49
-1.5484106864302,"a",43
0.165833773519295,"a",62
1.30529129585921,"a",102
0.754544350897358,"a",100
1.09307505776452,"a",91
0.632738842413788,"b",108
1.45437850462563,"b",135
-1.69546478812324,"a",41
0.59715959654543,"a",102
0.178668950084634,"a",73
2.03534125036717,"b",174
0.0757626512721263,"b",96
1.13301326596842,"a",98
0.854579408240695,"b",116
-0.92290628167885,"b",60
-0.486586819996406,"a",58
-0.61914023192754,"b",67
0.682298809856377,"b",100
2.61056512374616,"b",181
-0.828131967609894,"a",58
-0.834073504342415,"b",81
1.32330687208148,"a",110
0.0443216183026699,"a",84
-0.571431016518272,"a",72
-0.610879095807229,"a",71
1.38910871333417,"a",111
-1.73258371793823,"b",53
-1.84245424892439,"a",38
-0.971201384085455,"b",65
-0.614948916734886,"a",54
-1.02048988404189,"b",80
-1.60947461472953,"b",44
0.66644479403279,"a",96
0.0453141975114766,"b",103
1.06549777266686,"a",99
-0.642972823940597,"b",63
0.738866619566691,"b",114
0.820490178842037,"a",87
0.4921893205557,"a",94
-2.61345466362545,"a",26
1.18827502415994,"a",95
-0.702206133981667,"a",53
0.0506817030186617,"a",78
0.358299349433422,"a",76
1.69485548300926,"a",113
1.58751324544487,"a",94
-0.103305368435136,"a",68
-0.420119696555482,"a",65
-0.794078814080308,"a",56
-0.747624724159232,"b",58
-1.38381553491165,"a",54
-0.767466356997649,"a",48
-0.31788587570079,"a",62
2.07105567176751,"b",164
0.28594818725229,"a",73
-0.42629554005888,"b",71
-2.18019867988029,"b",45
0.502729962274629,"a",66
0.359152918432572,"a",65
-1.69550300436898,"b",50
-1.12639738907452,"a",51
0.834190499815523,"b",112
1.35872175061944,"b",119
-0.152592536248088,"a",70
0.24602256222208,"b",99
1.30808234231223,"a",102
0.278874882464782,"a",67
0.366072341947711,"b",119
-0.287104615894249,"a",54
1.04188652286001,"b",122
1.0906423683149,"b",109
0.0781739148488095,"b",93
-0.546748340079958,"a",78
0.109245564422867,"a",79
-0.0434369933021537,"b",97
1.23800550802953,"b",120
1.24281709904469,"b",131
-0.91917335848904,"a",55
0.0685667847207605,"b",103
1.8929539242644,"b",134
0.453852549952928,"b",101
-0.331199112136522,"b",65
2.7742411143969,"a",168
-1.10716997451642,"a",49
2.01957076501619,"b",156
0.857548740638111,"a",100
-0.853392633415943,"b",73
0.649533404518054,"a",89
-0.0239374356274096,"a",67
-2.63588531687363,"b",34
0.218192647987973,"b",77
1.20956155852471,"a",98
0.324813761250896,"b",101
0.461007453566161,"b",93
1.81926487440081,"a",127
0.886984767206707,"a",98
-1.4793674282219,"a",37
-0.596494501758662,"b",82
-0.353845735289227,"a",69
-0.118213928905812,"b",94
-1.46312742104035,"b",54
0.992325844492521,"a",118
-0.356495498138627,"b",77
-0.108541866929515,"b",89
-0.592870018762826,"a",47
0.867142092201383,"a",95
0.860405255932595,"b",123
0.345481621573223,"b",98
-0.597882768201344,"a",57
0.535918577097668,"b",102
-0.152293882147214,"b",113
0.331204445870867,"b",103
0.644688054263515,"b",120
0.99540486829804,"b",110
-0.535961655775557,"b",85
-1.36698689034674,"b",52
0.316013760436281,"b",103
0.752115836256698,"b",119
0.132032576065493,"b",92
-0.581750567881516,"b",74
-0.986054196985805,"a",56
0.252254882078196,"a",64
-1.44420825818041,"b",54
-0.371259758983307,"a",59
1.25970790581924,"a",86
-0.0631762567653199,"b",93
-0.33936195960884,"b",92
0.351387114948864,"b",92
-0.845362316785665,"a",62
-0.153307547750282,"b",95
0.590336584523304,"b",104
0.505335614474372,"a",86
0.0508503662764219,"a",66
0.534917796712288,"b",111
0.711615303572509,"b",113
-1.04119795870114,"a",55
0.55167886765203,"a",98
-0.919222924387821,"a",58
-1.19790054835842,"b",64
-0.116327698952943,"a",72
0.731843794366073,"a",78
0.0265701203842202,"b",86
-1.91544994103604,"a",53
