"y","x1","x2","g"
0,-0.411094235863279,-0.0721779725179117,"1"
0,0.170467788671366,-1.86754273264409,"1"
0,-1.01854771249059,0.422157532640994,"1"
1,3.30294747327071,1.38080746273037,"1"
0,-0.803677827528105,1.52897387435074,"1"
1,0.800411282517278,0.717479279570892,"1"
0,-1.23512879619319,1.64728498031105,"1"
0,-3.16218881010108,-0.418987847339819,"1"
0,-0.67884293280698,1.38657399189448,"1"
1,-0.710881532167308,0.558079973382072,"1"
0,-1.23459890840761,-1.98857786580869,"1"
0,-1.47637555802006,-0.933754281004413,"1"
0,-1.70472388970467,0.92390223222916,"2"
1,1.16952779984684,0.963032275366135,"2"
1,0.261212296267065,0.717887177505065,"2"
1,-0.484674647808257,1.07450222168495,"2"
1,0.723508803330065,0.209149389723238,"2"
0,-1.82177886854515,0.30221541354122,"2"
1,1.08055879616508,0.0246431709595468,"2"
1,0.598946994036236,0.026791133288531,"2"
1,-0.191058057537453,-0.134804559296346,"2"
0,-0.509169339040256,-0.411678098726305,"2"
1,0.0558444993122631,0.584435125611601,"2"
0,-1.10496933557312,0.956780084110886,"2"
1,-2.00779399978471,0.510008385326889,"3"
0,0.183170807688126,0.79883528390189,"3"
0,1.4342222273169,1.39245403319461,"3"
0,1.32466962144716,0.217027162518496,"3"
0,1.41649429904925,0.902354615804568,"3"
0,1.85073736107097,1.16938652088617,"3"
0,0.143376972924574,0.291475997467976,"3"
0,-1.28000712033454,0.299070107189301,"3"
1,-0.841931043000804,-0.373049396674783,"3"
1,-0.835199858720751,-0.0372827522466718,"3"
1,-0.388281837155934,-0.82871326029987,"3"
1,0.792359396859284,0.449589790511592,"3"
1,0.545263016425111,0.00622680235977952,"4"
0,-0.348484858375445,-0.0854899366362169,"4"
1,1.89532137630701,0.905414520129056,"4"
1,1.07724723806928,0.261492633404654,"4"
1,1.39531886214154,-1.12240851503114,"4"
0,-1.18827487996335,-0.532593903063722,"4"
0,-0.698978993723308,0.272321821070123,"4"
1,1.17979205320657,0.0205230245935675,"4"
1,0.474250759263042,0.0380915538747555,"4"
0,-2.34208963720747,0.827466763041705,"4"
1,1.32236271369752,0.144435803266021,"4"
0,-1.66271144008493,0.2241035607076,"4"
0,1.46425825437656,0.764359586532202,"5"
0,-1.37306285236662,-1.45374855016493,"5"
0,-0.463286161588348,1.84210699782935,"5"
0,0.790541220677148,-0.558004636815181,"5"
0,-2.10141932843739,-0.145925399001831,"5"
0,0.787777942156138,1.08588752474575,"5"
1,0.539329681807051,-0.210367147225163,"5"
0,0.398291380810367,0.222627493176595,"5"
0,-0.972248645992702,0.556651979188267,"5"
0,-0.538877820861375,0.171229133316152,"5"
0,-0.726249250241047,0.879180402037411,"5"
1,1.55068968394918,-1.2285687105261,"5"
1,-0.0902233249205466,-2.14934498541504,"6"
1,-0.57640367481538,-0.904647848332432,"6"
1,1.10525678369586,-1.52333866835033,"6"
1,-2.09863839455781,-0.747178480895505,"6"
1,0.450455758221172,0.253291682034906,"6"
1,0.447368788944798,-2.05596808866954,"6"
1,0.104565606363702,-1.08554158572787,"6"
0,-0.881891869786517,-0.370830831226901,"6"
0,-0.37095546428604,0.085396270756473,"6"
1,-0.0042799299334032,1.34780903345731,"6"
0,0.653361960078436,2.30436087546904,"6"
0,0.233383120749337,-0.651611392334382,"6"
0,-0.0920354670182656,1.3702172134765,"7"
1,-0.186613419796474,-0.170452784860325,"7"
1,-1.14789552317111,-1.07754778229434,"7"
1,-1.26782695722735,0.639247133909263,"7"
0,-1.36290178858957,0.967016939406438,"7"
1,-1.75657068608347,-1.96301016367997,"7"
1,-0.88855075866837,0.205288643485268,"7"
1,-0.755511200380117,-0.7081362656291,"7"
1,0.217482111328275,0.106189753915712,"7"
1,0.296889044290519,-0.260832689518063,"7"
0,-0.214500463757081,1.49041901084759,"7"
1,-0.116359393812,-0.49342719449444,"7"
0,0.46994688252414,-0.454104640021398,"8"
0,-1.83660091441594,0.333074067184225,"8"
1,-0.0318905994758889,-0.549604716993323,"8"
0,-1.05922737626601,-0.515900119540146,"8"
1,0.491989293266619,-0.321108478290668,"8"
0,-0.559325145872552,0.889818630074918,"8"
1,1.47639035980537,0.494736535530023,"8"
0,-0.781814853289279,-0.315500358323611,"8"
1,0.727648397386496,0.331086232616237,"8"
0,-1.82239123173927,-0.446172764040296,"8"
0,1.52979715371354,0.778853583157249,"8"
0,0.429828744007871,-0.671534215774066,"8"
0,-0.306257566895223,0.860820384342682,"9"
1,0.211920874706857,0.564757702908235,"9"
1,-1.67507147548198,0.366019961614572,"9"
0,0.157481825806204,-1.58281189822996,"9"
0,-0.921186575802074,-0.727972812278984,"9"
0,-0.40712135213445,0.65118350888673,"9"
1,-1.34820797426257,-2.03924270844151,"9"
1,0.328037812660257,-1.49231243373312,"9"
0,1.60100142965147,0.582211652780031,"9"
1,0.689424711313486,1.02825847041501,"9"
0,-0.422759886927523,-0.382496705259457,"9"
1,0.698124482218999,-1.09845146052019,"9"
0,-0.983462966753813,-0.146507789290997,"10"
1,-0.979114525891978,-2.69110023267337,"10"
1,1.21658451415358,-1.3622249103876,"10"
1,1.56118019776405,0.386618908295267,"10"
1,1.05143986549878,0.905748388760822,"10"
1,0.360047719931116,0.852159740754938,"10"
