"y","x","g1","g2"
1,0.695579367601082,"1","1"
1,0.0802857175390573,"1","1"
3,1.43062515405305,"1","1"
1,0.0530112597942776,"1","1"
3,0.1876679145472,"1","1"
3,1.08414979067733,"1","1"
1,1.21452580060669,"1","1"
2,2.03157229506154,"1","1"
0,-1.45783713032993,"1","1"
5,-0.24015387953102,"1","1"
2,-2.2912712406119,"1","2"
3,-0.951722176171062,"1","2"
3,0.201164165532074,"1","2"
7,1.22497139531599,"1","2"
5,0.355135878358033,"1","2"
1,-0.422246486285321,"1","2"
2,0.491988428352943,"1","2"
2,-1.28799897775125,"1","2"
2,-0.561324018814605,"1","2"
2,-0.956491043007435,"1","2"
2,-0.598227044766899,"1","3"
2,0.0926430523191422,"1","3"
3,-0.549555445284323,"1","3"
1,0.804659537771466,"1","3"
5,-0.367314331007859,"1","3"
0,-0.976144781513609,"1","3"
6,2.66766334308263,"1","3"
0,-1.36027251971651,"1","3"
1,-0.170680252111417,"1","3"
1,-1.04423968553296,"1","3"
2,-1.40804375152076,"1","4"
1,-0.0657707262169635,"1","4"
1,-2.08770544660551,"1","4"
3,1.13696269356424,"1","4"
1,0.748965981882274,"1","4"
0,-0.557550320487271,"1","4"
2,-0.0707616213769076,"1","4"
3,0.439573368841816,"1","4"
0,-0.652249840329111,"1","4"
1,-1.59481116118991,"1","4"
1,0.311960020477714,"2","1"
0,-0.481327991679528,"2","1"
2,-0.0981191811484077,"2","1"
1,-0.276465933346827,"2","1"
4,0.0114014593141046,"2","1"
3,-1.2802280640128,"2","1"
0,-0.940295588300394,"2","1"
2,-0.357956796009979,"2","1"
2,0.318037537954506,"2","1"
4,-0.522616823303704,"2","1"
8,1.84798074604729,"2","2"
2,-0.26835779319362,"2","2"
0,0.852804487174537,"2","2"
2,-0.601492807794434,"2","2"
0,-0.0790171638267513,"2","2"
4,1.27717957238318,"2","2"
1,0.21135662098623,"2","2"
1,-0.76659538474732,"2","2"
2,0.868476714961794,"2","2"
2,1.14910891877732,"2","2"
4,0.468943438285167,"2","3"
9,0.731010755888738,"2","3"
0,-1.45466853712868,"2","3"
1,-0.0577304788389626,"2","3"
0,-1.08969279357396,"2","3"
6,2.51404174008384,"2","3"
4,1.51814327152339,"2","3"
0,-0.0475120295314489,"2","3"
3,-0.916971722077697,"2","3"
2,-0.809360526833473,"2","3"
2,-0.622110946356778,"2","4"
5,0.565720342895015,"2","4"
4,0.66197237077751,"2","4"
2,-0.136320823819691,"2","4"
5,0.492100003426747,"2","4"
5,-0.527215319044032,"2","4"
3,-0.388412593510151,"2","4"
3,0.708107417689609,"2","4"
2,-1.24175962734562,"2","4"
1,-1.16188683187593,"2","4"
1,0.271138723478967,"3","1"
1,0.429708746572058,"3","1"
1,0.514314392734154,"3","1"
1,-1.00772199217549,"3","1"
3,-0.605556320922358,"3","1"
4,1.14926341757077,"3","1"
2,-0.326876325136263,"3","1"
2,-1.98516631807999,"3","1"
3,1.14444631771119,"3","1"
3,0.363060210716615,"3","1"
2,-0.510633344353782,"3","2"
2,0.202891475526104,"3","2"
1,0.213221558214799,"3","2"
1,-0.56353942873091,"3","2"
1,1.20238029036625,"3","2"
2,0.233782664801039,"3","2"
0,0.480200361046313,"3","2"
1,1.15092489384456,"3","2"
1,0.906856475734582,"3","2"
1,-0.0649178017772104,"3","2"
2,-0.0793064405803757,"3","3"
0,-0.0987989809737994,"3","3"
2,-1.29478880774611,"3","3"
1,0.23973077808483,"3","3"
0,0.160189684316917,"3","3"
1,-1.41849261522231,"3","3"
1,-1.20516827080191,"3","3"
5,0.63216224185442,"3","3"
1,-0.384943791182838,"3","3"
2,-0.439622853016265,"3","3"
8,0.502293276710404,"3","4"
1,1.00617170404558,"3","4"
0,-1.19673881914456,"3","4"
1,0.88216129318907,"3","4"
1,-0.354950877298402,"3","4"
1,-0.0021246677888985,"3","4"
2,0.24157915601187,"3","4"
2,1.73867092305216,"3","4"
2,-1.51712337546497,"3","4"
2,-1.31743933688065,"3","4"
0,-1.17050617304163,"4","1"
4,0.272132781220991,"4","1"
1,-0.085818372409506,"4","1"
5,1.55002285821738,"4","1"
2,1.07365243634012,"4","1"
1,-0.0522110921027946,"4","1"
3,-0.272223340249553,"4","1"
0,-1.28186465387207,"4","1"
0,-1.27173921877856,"4","1"
0,0.128656207379045,"4","1"
3,1.76662332319392,"4","2"
3,0.289334516376599,"4","2"
3,0.63347266046362,"4","2"
4,-1.09941376726707,"4","2"
1,-0.554783707689881,"4","2"
3,-0.657788922756622,"4","2"
7,1.33142067100026,"4","2"
9,-0.214190844116703,"4","2"
0,0.00102315367408077,"4","2"
4,-0.383712237850973,"4","2"
1,0.996241669560334,"4","3"
1,0.18083466824337,"4","3"
0,-1.09923205466112,"4","3"
7,1.86702782722819,"4","3"
2,-1.42754467614447,"4","3"
8,1.18465091848003,"4","3"
2,1.32898311636546,"4","3"
2,-0.426884810275658,"4","3"
2,1.07807725084924,"4","3"
3,-0.788684372530201,"4","3"
5,-0.421377707766568,"4","4"
1,-1.23779048788815,"4","4"
2,-1.55029304793774,"4","4"
1,0.097995638579687,"4","4"
2,0.311929397685736,"4","4"
1,-1.00439051047618,"4","4"
4,0.0253670327937075,"4","4"
0,-0.363808472536091,"4","4"
3,0.883505411435183,"4","4"
3,0.760235504976053,"4","4"
0,-1.02868034022992,"5","1"
2,-0.813021653171279,"5","1"
0,0.481828331211923,"5","1"
0,0.346992720671094,"5","1"
1,0.191472095266127,"5","1"
2,1.40774193771923,"5","1"
1,1.32075747970392,"5","1"
0,0.102178543404286,"5","1"
1,1.65339868903162,"5","1"
1,-1.1284186873857,"5","1"
0,0.0352408017830273,"5","2"
3,1.30008782777561,"5","2"
0,0.047620689563575,"5","2"
1,-1.31754934445616,"5","2"
2,0.80987360841873,"5","2"
0,0.0481411217816509,"5","2"
1,1.39526046640015,"5","2"
1,-0.928794273113733,"5","2"
0,0.327704090040188,"5","2"
3,-0.100007115671965,"5","2"
0,-0.830183973297556,"5","3"
1,-0.77434665118745,"5","3"
1,-0.571379349919837,"5","3"
2,0.226758893691632,"5","3"
1,0.132405126901743,"5","3"
1,-0.325352459314552,"5","3"
1,0.773397272760254,"5","3"
0,-0.601376218490179,"5","3"
0,-0.490012671795709,"5","3"
2,1.50827337722502,"5","3"
2,0.0997425229055542,"5","4"
1,1.49938686277246,"5","4"
1,-0.390618122976204,"5","4"
2,1.52532072863438,"5","4"
2,1.00871550426708,"5","4"
2,0.811538084710861,"5","4"
0,-1.57202768529063,"5","4"
1,-0.529459191998631,"5","4"
0,-0.360937586814995,"5","4"
3,0.0990055553252946,"5","4"
0,-1.45076037548239,"6","1"
3,-0.44623564133312,"6","1"
1,1.53919479538115,"6","1"
0,-0.54158936294901,"6","1"
1,-0.722345972892296,"6","1"
2,-1.07241109378731,"6","1"
1,1.63644067574202,"6","1"
0,-0.090529343486777,"6","1"
1,-0.00423522653671387,"6","1"
1,2.29490977577397,"6","1"
0,-0.989215741747967,"6","2"
1,-1.51209019621986,"6","2"
2,0.633354460367604,"6","2"
0,-0.0768204343080143,"6","2"
0,-0.701394786623743,"6","2"
0,-0.0047396097215429,"6","2"
3,-0.995286074722333,"6","2"
4,-0.154068431150976,"6","2"
0,-1.42409231088917,"6","2"
0,-1.39557093519714,"6","2"
2,1.37530150171267,"6","3"
0,-0.626756942667677,"6","3"
0,-0.796952872554046,"6","3"
0,-0.108260397787489,"6","3"
0,0.590987793345909,"6","3"
0,0.255417767950924,"6","3"
0,-0.262422112346203,"6","3"
1,-1.07432206465095,"6","3"
0,0.524323783214369,"6","3"
0,-0.450079577788616,"6","3"
0,-1.49035062905632,"6","4"
3,0.547628187247669,"6","4"
1,0.00315517156184698,"6","4"
2,0.10407749819322,"6","4"
4,0.289232732950099,"6","4"
4,0.0897777649823461,"6","4"
4,0.305939979040586,"6","4"
0,-0.210251187691161,"6","4"
0,-0.0205865850819805,"6","4"
1,-0.983072541771612,"6","4"
0,-0.468386865808455,"7","1"
7,2.72729816246365,"7","1"
8,1.59598848106353,"7","1"
2,0.894995003450748,"7","1"
3,0.291413746771362,"7","1"
5,-0.123591553747631,"7","1"
3,1.63372921409869,"7","1"
1,-0.0547536740275085,"7","1"
1,-1.6908398492019,"7","1"
4,-0.602651549568342,"7","1"
2,-0.10475893802523,"7","2"
9,0.67145835463914,"7","2"
4,0.343208381380675,"7","2"
7,0.933187813341954,"7","2"
3,-0.338383393993791,"7","2"
4,-0.758519496549213,"7","2"
4,-0.95374895072777,"7","2"
3,0.334440895915923,"7","2"
2,-0.721451916802932,"7","2"
2,0.915589904221928,"7","2"
5,-0.246904843103947,"7","3"
3,1.31866390033815,"7","3"
